date,open,close,high,low,volume,指数
2026-01-07,14062.020,14030.560,14111.180,13935.530,913575189.000,深证成指
2026-01-08,13971.890,13959.480,14033.590,13883.810,920288378.000,深证成指
2026-01-09,13917.780,14120.150,14139.540,13917.780,1013527536.000,深证成指
2026-01-12,14186.860,14366.910,14391.280,14089.590,1152643528.000,深证成指
2026-01-13,14397.680,14169.400,14458.880,14113.170,1195102024.000,深证成指
2026-01-14,14194.110,14248.600,14459.210,14099.980,1312118729.000,深证成指
2026-01-15,14158.660,14306.730,14328.600,14155.500,971527612.000,深证成指
2026-01-16,14374.540,14281.080,14424.350,14257.590,906894526.000,深证成指
2026-01-19,14221.930,14294.050,14392.880,14221.930,832205019.000,深证成指
2026-01-20,14307.550,14155.630,14337.120,14033.220,881921909.000,深证成指
2026-01-21,14102.210,14255.130,14320.940,14102.210,793387853.000,深证成指
2026-01-22,14313.630,14327.050,14374.510,14223.340,822514300.000,深证成指
2026-01-23,14349.010,14439.660,14449.840,14320.510,982699102.000,深证成指
2026-01-26,14492.420,14316.640,14532.900,14277.670,1023228090.000,深证成指
2026-01-27,14283.780,14329.910,14403.600,14105.130,909686276.000,深证成指
2026-01-28,14371.960,14342.890,14411.650,14234.890,883025460.000,深证成指
2026-01-29,14332.700,14300.080,14418.090,14252.200,993915564.000,深证成指
2026-01-30,14214.140,14205.890,14291.570,13923.950,902322925.000,深证成指
2026-02-02,14128.870,13824.350,14213.610,13815.280,811142364.000,深证成指
2026-02-03,13986.890,14127.110,14129.600,13815.230,782910934.000,深证成指
2026-02-04,14072.410,14156.270,14173.770,13958.080,815238780.000,深证成指
2026-02-05,14020.840,13952.710,14074.360,13874.020,726225381.000,深证成指
2026-02-06,13801.030,13906.730,14065.780,13726.860,730349548.000,深证成指
2026-02-09,14115.140,14208.440,14211.700,14060.670,726369602.000,深证成指
2026-02-10,14200.760,14210.630,14258.510,14165.430,733002884.000,深证成指
2026-02-11,14186.650,14160.930,14250.340,14156.160,681933201.000,深证成指
2026-02-12,14177.970,14283.000,14296.480,14177.290,696259702.000,深证成指
2026-02-13,14188.350,14100.190,14258.830,14092.840,640639616.000,深证成指
2026-02-24,14313.860,14291.570,14376.960,14214.410,712425990.000,深证成指
2026-02-25,14322.240,14475.870,14512.850,14314.150,793688511.000,深证成指
2026-02-26,14495.860,14503.790,14536.080,14408.880,793134075.000,深证成指
2026-02-27,14375.250,14495.090,14497.960,14366.350,781109596.000,深证成指
2026-03-02,14327.650,14465.790,14509.690,14285.670,933794647.000,深证成指
2026-03-03,14498.700,14022.390,14526.060,14007.650,970658945.000,深证成指
2026-03-04,13854.370,13917.750,14112.020,13854.370,740464019.000,深证成指
2026-03-05,14160.200,14088.840,14202.760,13999.700,758966477.000,深证成指
2026-03-06,14015.540,14172.630,14212.840,13969.340,729278913.000,深证成指
2026-03-09,13920.290,14067.500,14103.630,13701.670,837345656.000,深证成指
2026-03-10,14239.300,14354.070,14357.820,14239.300,736222902.000,深证成指
2026-03-11,14373.740,14465.410,14531.020,14373.010,770973777.000,深证成指
2026-03-12,14457.630,14374.870,14478.050,14245.770,768805142.000,深证成指
2026-03-13,14300.920,14280.780,14454.310,14245.960,774225691.000,深证成指
2026-03-16,14291.150,14307.580,14320.100,14097.820,753016186.000,深证成指
2026-03-17,14370.450,14039.730,14400.360,14039.500,753197038.000,深证成指
2026-03-18,14108.920,14187.800,14203.910,13944.370,666055598.000,深证成指
2026-03-19,14003.700,13901.570,14098.690,13852.600,679341018.000,深证成指
2026-03-20,14021.460,13866.200,14144.990,13856.490,734132051.000,深证成指
2026-03-23,13619.940,13345.510,13758.970,13274.180,852353152.000,深证成指
2026-03-24,13514.670,13536.560,13536.560,13169.250,731464361.000,深证成指
2026-03-25,13669.050,13801.000,13835.030,13666.840,723433703.000,深证成指
2026-03-26,13756.870,13606.440,13853.100,13573.120,667004907.000,深证成指
2026-03-27,13423.510,13760.370,13842.400,13419.310,630568985.000,深证成指
2026-03-30,13618.790,13726.190,13748.210,13536.560,653413030.000,深证成指
2026-03-31,13683.680,13478.060,13783.970,13478.060,664490771.000,深证成指
2026-04-01,13731.390,13706.520,13740.970,13603.790,655763382.000,深证成指
2026-04-02,13658.250,13486.940,13680.630,13418.500,636038710.000,深证成指
2026-04-03,13553.650,13352.900,13558.910,13345.610,586572227.000,深证成指
2026-04-07,13392.940,13400.410,13476.080,13305.510,540630597.000,深证成指
2026-04-08,13717.220,14042.500,14042.500,13694.910,748327010.000,深证成指
2026-04-09,13928.430,13996.270,14058.050,13891.480,653026389.000,深证成指
2026-04-10,14098.020,14309.470,14382.610,14095.880,668726169.000,深证成指
2026-04-13,14233.110,14407.860,14440.260,14233.110,623636577.000,深证成指
2026-04-14,14514.690,14639.950,14640.770,14463.930,683376964.000,深证成指
2026-04-15,14736.010,14498.450,14738.530,14440.210,697369584.000,深证成指
2026-04-16,14546.350,14796.330,14807.160,14522.860,686456018.000,深证成指
2026-04-17,14806.280,14885.420,14916.390,14787.870,695914499.000,深证成指
2026-04-20,14870.900,14966.750,15006.920,14845.970,723332086.000,深证成指
2026-04-21,14920.380,14982.140,15017.750,14774.080,701150038.000,深证成指
2026-04-22,14897.960,15177.290,15182.820,14897.960,698955593.000,深证成指
2026-04-23,15234.220,15043.450,15248.430,14934.680,761022818.000,深证成指
2026-04-24,14951.740,14940.300,15033.670,14795.220,709729439.000,深证成指
2026-04-27,14960.020,14995.750,15054.460,14919.220,709930001.000,深证成指
2026-04-28,14925.220,14830.460,14943.360,14772.460,723727547.000,深证成指
2026-04-29,14751.420,15120.920,15139.710,14751.420,736380398.000,深证成指
2026-04-30,15157.070,15107.550,15186.120,15044.860,737703743.000,深证成指
2026-05-06,15323.190,15459.620,15534.670,15254.990,826248677.000,深证成指
2026-05-07,15541.300,15641.890,15652.580,15439.480,844489884.000,深证成指
2026-05-08,15520.380,15563.800,15639.390,15466.840,826218480.000,深证成指
2026-05-11,15697.440,15899.300,15921.650,15622.330,911634859.000,深证成指
2026-05-12,15952.790,15824.920,15952.790,15711.270,847817149.000,深证成指
2026-05-13,15713.540,16089.750,16100.460,15713.540,827341429.000,深证成指
2026-05-14,16202.220,15745.740,16207.750,15745.740,873525492.000,深证成指
2026-05-15,15753.190,15561.370,15855.550,15447.400,849695631.000,深证成指
2026-05-18,15465.300,15530.230,15658.110,15419.040,738305604.000,深证成指
2026-05-19,15469.360,15569.910,15585.040,15221.350,731216529.000,深证成指
2026-05-20,15487.430,15569.980,15622.210,15426.380,726217958.000,深证成指
2026-05-21,15707.960,15247.270,15894.300,15232.600,878984174.000,深证成指
2026-05-22,15382.290,15597.300,15624.970,15295.570,763067278.000,深证成指
2026-05-25,15716.390,15856.610,15857.080,15547.160,781225873.000,深证成指
2026-05-26,15786.820,15876.160,15894.550,15662.160,823273532.000,深证成指
2026-05-27,15868.900,15736.470,16047.410,15656.650,815871163.000,深证成指
2026-05-28,15691.160,15861.890,15889.830,15504.790,747849432.000,深证成指
2026-05-29,15957.120,15575.130,15981.930,15492.840,848879728.000,深证成指
2026-06-01,15601.030,15340.360,15717.450,15316.020,760393033.000,深证成指
2026-06-02,15410.700,15591.130,15664.390,15203.800,737350307.000,深证成指
2026-06-03,15646.690,15704.710,15962.360,15542.660,792737877.000,深证成指
2026-06-04,15540.060,15661.570,15745.190,15517.940,718939421.000,深证成指
2026-06-05,15595.700,15314.700,15710.140,15243.510,818251186.000,深证成指
2026-06-08,14835.370,14821.190,15137.750,14681.640,788640863.000,深证成指
2026-06-09,14992.550,15268.710,15274.720,14846.550,718050679.000,深证成指
2026-06-10,15062.510,14954.100,15149.370,14817.110,710462329.000,深证成指
2026-06-11,14889.570,14851.980,15062.750,14706.090,669817686.000,深证成指
2026-06-12,15149.520,14963.410,15171.220,14943.430,792336423.000,深证成指
2026-06-15,15153.180,15531.110,15531.110,15055.950,757054683.000,深证成指
2026-06-16,15584.370,15675.250,15761.000,15537.500,754828802.000,深证成指
2026-06-17,15569.920,15880.950,15885.490,15569.920,745916232.000,深证成指
2026-06-18,15826.790,16030.700,16104.770,15825.320,764976920.000,深证成指
2026-06-22,16095.630,16372.500,16374.020,15914.050,876768616.000,深证成指
2026-06-23,16324.240,15854.200,16355.950,15756.410,808549306.000,深证成指
2026-06-24,15782.400,16051.320,16068.410,15730.160,790758052.000,深证成指
2026-06-25,16099.760,16344.080,16359.620,16058.850,830961769.000,深证成指
2026-06-26,16211.410,15782.220,16215.450,15728.840,837034655.000,深证成指
2026-06-29,15781.790,15812.870,15938.230,15487.920,808457859.000,深证成指
2026-06-30,15811.670,16205.560,16232.230,15809.650,745149838.000,深证成指
2026-07-01,16226.970,16119.170,16332.480,15988.420,873614867.000,深证成指
2026-07-02,15729.920,15498.810,15886.700,15453.520,857269760.000,深证成指
2026-07-03,15480.120,15597.510,15823.050,15432.890,785895029.000,深证成指
2026-07-06,15677.930,15416.800,15749.360,15288.490,768142319.000,深证成指
2026-07-07,15345.390,15225.110,15461.370,15081.920,678476454.000,深证成指
2026-07-08,15269.820,14939.730,15292.120,14907.620,654790391.000,深证成指
2026-07-09,15038.470,15398.730,15419.120,14781.240,716541158.000,深证成指
2026-07-10,15480.410,15046.670,15581.940,15046.670,828811174.000,深证成指
2026-07-13,14908.980,14522.850,14997.070,14437.070,733844798.000,深证成指
2026-07-14,14532.360,14924.870,14924.870,14338.360,674840592.000,深证成指
2026-07-15,14970.770,14779.400,15041.330,14741.800,688984096.000,深证成指
2026-07-16,14497.430,14488.650,14780.460,14386.410,665968453.000,深证成指
2026-07-17,14348.220,13706.880,14350.470,13586.490,763770395.000,深证成指
2026-07-20,13869.060,13610.230,13972.990,13342.930,772878368.000,深证成指
2026-07-21,13656.080,14264.290,14264.800,13364.410,835911335.000,深证成指
2026-07-22,14169.970,14061.440,14360.370,13988.510,681366334.000,深证成指
2026-07-23,14116.020,14123.310,14203.640,13991.830,625578724.000,深证成指
2026-07-24,13915.040,13774.680,14061.030,13774.680,568710893.000,深证成指
2026-07-27,13768.600,14148.730,14148.730,13689.010,571360929.000,深证成指
2026-07-28,13830.350,13509.680,13940.990,13470.110,573579930.000,深证成指
2026-07-29,13498.750,13658.440,13756.710,13267.640,675056731.000,深证成指
2026-07-30,13531.070,13285.800,13619.030,13068.560,686984750.000,深证成指
2026-07-31,13690.000,13578.930,13841.960,13578.930,719395944.000,深证成指
2026-08-03,13497.100,13448.290,13570.510,13407.990,618828696.000,深证成指
2026-08-04,13572.950,13885.710,13936.520,13537.760,664836577.000,深证成指
2026-08-05,13644.830,14144.200,14246.380,13644.830,732409197.000,深证成指
2026-08-06,13981.440,14110.120,14252.140,13922.410,716171979.000,深证成指
2026-08-07,14152.780,14311.010,14396.070,14049.340,719703760.000,深证成指
2026-08-10,14348.950,14316.960,14373.770,14102.660,687533827.000,深证成指
2026-08-11,14266.440,14259.440,14447.100,14201.290,643011992.000,深证成指
2026-08-12,14253.120,14414.430,14467.000,14237.200,625395865.000,深证成指
2026-08-13,14536.480,14289.440,14584.300,14289.010,738110176.000,深证成指
2026-08-14,14335.410,14354.310,14384.180,14203.990,642557319.000,深证成指
2026-08-17,14399.200,14704.270,14704.550,14348.470,641864873.000,深证成指
2026-08-18,14692.030,14622.500,14733.900,14459.720,674616023.000,深证成指
2026-08-19,14316.980,13890.150,14367.370,13842.320,696873243.000,深证成指
2026-08-20,14032.970,13972.780,14101.140,13870.180,596570236.000,深证成指
2026-08-21,13935.640,14094.170,14132.040,13866.390,543953914.000,深证成指
2026-08-24,14118.020,13794.290,14118.150,13616.750,563532457.000,深证成指
2025-07-30,2395.860,2367.680,2395.890,2349.180,250304909.000,创业板指
2025-07-31,2382.970,2328.310,2394.220,2321.720,252753645.000,创业板指
2025-08-01,2323.920,2322.630,2348.020,2304.390,228168384.000,创业板指
2025-08-04,2307.370,2334.320,2334.430,2304.480,211838848.000,创业板指
2025-08-05,2349.440,2343.380,2351.000,2323.740,225177287.000,创业板指
2025-08-06,2335.950,2358.950,2359.820,2335.950,254893313.000,创业板指
2025-08-07,2359.420,2342.860,2372.680,2322.810,257978554.000,创业板指
2025-08-08,2338.250,2333.960,2353.990,2330.010,243495473.000,创业板指
2025-08-11,2336.930,2379.820,2384.860,2336.930,244909805.000,创业板指
2025-08-12,2381.160,2409.400,2409.400,2368.810,244883792.000,创业板指
2025-08-13,2417.470,2496.500,2497.860,2414.480,272434252.000,创业板指
2025-08-14,2496.630,2469.660,2513.370,2463.860,293131579.000,创业板指
2025-08-15,2464.670,2534.220,2541.890,2464.670,280039651.000,创业板指
2025-08-18,2549.550,2606.200,2633.860,2529.250,361326575.000,创业板指
2025-08-19,2596.580,2601.740,2634.600,2586.950,324363016.000,创业板指
2025-08-20,2572.010,2607.650,2608.000,2547.440,283145029.000,创业板指
2025-08-21,2614.910,2595.470,2626.370,2582.050,292433377.000,创业板指
2025-08-22,2587.530,2682.550,2683.900,2587.530,293811031.000,创业板指
2025-08-25,2720.280,2762.990,2782.010,2700.280,352036541.000,创业板指
2025-08-26,2747.110,2742.130,2773.240,2726.720,307531115.000,创业板指
2025-08-27,2747.500,2723.200,2822.270,2723.200,363608516.000,创业板指
2025-08-28,2707.340,2827.170,2827.170,2707.340,341026597.000,创业板指
2025-08-29,2828.010,2890.130,2933.990,2809.320,284075157.000,创业板指
2025-09-01,2914.640,2956.370,2958.140,2886.730,276014321.000,创业板指
2025-09-02,2951.030,2872.220,2979.730,2839.920,300447509.000,创业板指
2025-09-03,2882.840,2899.370,2926.780,2859.510,244128872.000,创业板指
2025-09-04,2933.680,2776.250,2956.410,2741.080,256229516.000,创业板指
2025-09-05,2789.910,2958.180,2962.470,2775.170,241521965.000,创业板指
2025-09-08,2964.430,2933.250,2964.430,2883.260,246417816.000,创业板指
2025-09-09,2901.290,2867.970,2924.580,2843.670,216032269.000,创业板指
2025-09-10,2890.050,2904.270,2926.160,2860.260,201444180.000,创业板指
2025-09-11,2917.770,3053.750,3053.750,2899.830,247034712.000,创业板指
2025-09-12,3024.100,3020.420,3056.530,3009.900,244051798.000,创业板指
2025-09-15,3052.060,3066.180,3106.880,3044.690,224871259.000,创业板指
2025-09-16,3072.300,3087.040,3089.780,3020.630,242587260.000,创业板指
2025-09-17,3085.710,3147.350,3152.310,3064.770,244207711.000,创业板指
2025-09-18,3119.770,3095.850,3168.680,3051.300,310707378.000,创业板指
2025-09-19,3098.280,3091.000,3128.380,3072.760,226063739.000,创业板指
2025-09-22,3093.970,3107.890,3107.890,3053.350,199289291.000,创业板指
2025-09-23,3139.500,3114.550,3157.020,3041.460,249119042.000,创业板指
2025-09-24,3089.900,3185.570,3185.840,3085.700,221457643.000,创业板指
2025-09-25,3167.750,3235.760,3266.000,3161.080,226942858.000,创业板指
2025-09-26,3222.190,3151.530,3251.880,3150.840,209243820.000,创业板指
2025-09-29,3165.070,3238.010,3259.420,3164.800,200825881.000,创业板指
2025-09-30,3239.330,3238.160,3279.020,3218.690,196651530.000,创业板指
2025-10-09,3251.040,3261.820,3322.440,3243.710,230359686.000,创业板指
2025-10-10,3230.460,3113.260,3235.860,3097.630,219702850.000,创业板指
2025-10-13,2975.030,3078.760,3096.400,2975.030,210881631.000,创业板指
2025-10-14,3121.000,2955.980,3124.830,2943.580,216718242.000,创业板指
2025-10-15,2964.520,3025.870,3030.590,2927.510,179838526.000,创业板指
2025-10-16,3008.370,3037.440,3068.840,3001.100,173471667.000,创业板指
2025-10-17,3026.400,2935.370,3042.290,2932.680,178268865.000,创业板指
2025-10-20,3007.210,2993.450,3042.200,2970.190,155937611.000,创业板指
2025-10-21,3017.770,3083.720,3101.930,2994.760,172028506.000,创业板指
2025-10-22,3061.270,3059.320,3089.760,3044.040,158313410.000,创业板指
2025-10-23,3050.740,3062.160,3066.460,3003.340,162399491.000,创业板指
2025-10-24,3087.630,3171.570,3171.570,3082.060,183073810.000,创业板指
2025-10-27,3227.180,3234.450,3241.950,3179.620,207256404.000,创业板指
2025-10-28,3205.440,3229.580,3282.330,3205.050,201432398.000,创业板指
2025-10-29,3263.980,3324.270,3324.270,3258.690,207178367.000,创业板指
2025-10-30,3313.790,3263.020,3331.860,3259.210,217610201.000,创业板指
2025-10-31,3260.260,3187.530,3281.660,3187.530,213475247.000,创业板指
2025-11-03,3179.300,3196.870,3199.400,3120.850,208981991.000,创业板指
2025-11-04,3190.400,3134.090,3207.100,3111.020,191439663.000,创业板指
2025-11-05,3068.950,3166.230,3179.930,3068.950,200008334.000,创业板指
2025-11-06,3185.130,3224.620,3236.680,3177.600,195826587.000,创业板指
2025-11-07,3201.260,3208.210,3240.350,3178.800,199442356.000,创业板指
2025-11-10,3221.930,3178.830,3236.610,3138.300,205337561.000,创业板指
2025-11-11,3197.120,3134.320,3209.890,3130.580,203102230.000,创业板指
2025-11-12,3122.580,3122.030,3137.580,3078.640,199842484.000,创业板指
2025-11-13,3119.090,3201.750,3209.700,3107.620,206383934.000,创业板指
2025-11-14,3145.920,3111.510,3167.110,3111.510,209983125.000,创业板指
2025-11-17,3097.340,3105.200,3120.730,3082.230,213074768.000,创业板指
2025-11-18,3089.380,3069.220,3115.310,3052.640,224288955.000,创业板指
2025-11-19,3065.170,3076.850,3113.220,3061.960,209978109.000,创业板指
2025-11-20,3131.840,3042.340,3137.070,3039.380,194502677.000,创业板指
2025-11-21,2979.370,2920.080,2996.790,2920.040,246486373.000,创业板指
2025-11-24,2946.460,2929.040,2951.430,2892.270,219085909.000,创业板指
2025-11-25,2970.730,2980.930,3027.830,2961.930,228087380.000,创业板指
2025-11-26,2976.700,3044.690,3081.490,2962.990,212833213.000,创业板指
2025-11-27,3041.200,3031.300,3113.440,3027.310,195142886.000,创业板指
2025-11-28,3029.980,3052.590,3067.760,3013.490,187381791.000,创业板指
2025-12-01,3060.560,3092.500,3093.960,3037.690,210082058.000,创业板指
2025-12-02,3091.370,3071.150,3094.180,3056.360,192465241.000,创业板指
2025-12-03,3078.860,3036.790,3105.300,3028.700,195851910.000,创业板指
2025-12-04,3037.050,3067.480,3075.460,3016.580,175615636.000,创业板指
2025-12-05,3084.220,3109.300,3115.810,3048.940,188484887.000,创业板指
2025-12-08,3119.150,3190.270,3214.480,3119.150,211907775.000,创业板指
2025-12-09,3183.610,3209.600,3235.540,3175.510,194117870.000,创业板指
2025-12-10,3201.380,3209.000,3220.240,3143.410,185507666.000,创业板指
2025-12-11,3210.550,3163.670,3246.320,3163.670,194039411.000,创业板指
2025-12-12,3172.730,3194.360,3203.250,3137.630,202785453.000,创业板指
2025-12-15,3157.320,3137.800,3184.620,3135.660,180673480.000,创业板指
2025-12-16,3130.430,3071.760,3141.580,3058.790,181550894.000,创业板指
2025-12-17,3072.620,3175.910,3181.690,3072.620,186868324.000,创业板指
2025-12-18,3138.660,3107.060,3154.070,3107.060,169218740.000,创业板指
2025-12-19,3134.800,3122.240,3157.290,3112.030,177361917.000,创业板指
2025-12-22,3153.750,3191.980,3197.940,3153.750,175227535.000,创业板指
2025-12-23,3196.310,3205.010,3227.070,3184.530,183880580.000,创业板指
2025-12-24,3207.410,3229.580,3235.000,3193.970,182675050.000,创业板指
2025-12-25,3232.970,3239.340,3249.110,3200.490,193569997.000,创业板指
2025-12-26,3232.410,3243.880,3268.690,3219.130,210934630.000,创业板指
2025-12-29,3237.770,3222.610,3250.090,3208.080,196242768.000,创业板指
2025-12-30,3208.320,3242.900,3251.130,3207.730,206953285.000,创业板指
2025-12-31,3247.740,3203.170,3254.890,3198.250,206198167.000,创业板指
2026-01-05,3229.930,3294.550,3295.290,3229.930,263142610.000,创业板指
2026-01-06,3279.810,3319.290,3321.440,3265.730,278150655.000,创业板指
2026-01-07,3331.340,3329.690,3351.220,3298.550,271641051.000,创业板指
2026-01-08,3308.740,3302.310,3328.960,3285.160,280864919.000,创业板指
2026-01-09,3279.380,3327.810,3330.010,3269.990,333280635.000,创业板指
2026-01-12,3323.640,3388.340,3398.050,3282.390,406851832.000,创业板指
2026-01-13,3390.690,3321.890,3416.840,3307.630,419547701.000,创业板指
2026-01-14,3333.170,3349.140,3403.950,3308.630,439958418.000,创业板指
2026-01-15,3318.110,3367.920,3372.470,3309.060,307576548.000,创业板指
2026-01-16,3394.350,3361.020,3407.860,3354.650,299981551.000,创业板指
2026-01-19,3340.940,3337.610,3383.790,3326.130,256405217.000,创业板指
2026-01-20,3340.460,3277.980,3347.940,3257.440,260731480.000,创业板指
2026-01-21,3270.130,3295.520,3329.500,3270.130,230185910.000,创业板指
2026-01-22,3312.750,3328.650,3337.270,3280.320,235389326.000,创业板指
2026-01-23,3334.020,3349.500,3349.500,3316.650,293479372.000,创业板指
2026-01-26,3365.610,3319.150,3367.990,3304.360,314806723.000,创业板指
2026-01-27,3316.020,3342.600,3366.680,3277.260,266460051.000,创业板指
2026-01-28,3359.790,3323.560,3361.140,3301.050,258142248.000,创业板指
2026-01-29,3322.480,3304.510,3356.480,3298.590,294963224.000,创业板指
2026-01-30,3301.540,3346.360,3369.240,3255.650,263026318.000,创业板指
2026-02-02,3368.140,3264.110,3390.300,3262.120,238543608.000,创业板指
2026-02-03,3318.060,3324.890,3332.480,3249.060,230616448.000,创业板指
2026-02-04,3298.320,3311.510,3318.900,3244.710,237312928.000,创业板指
2026-02-05,3277.720,3260.280,3288.380,3238.780,205295208.000,创业板指
2026-02-06,3222.880,3236.460,3288.030,3199.140,209401230.000,创业板指
2026-02-09,3299.600,3332.770,3340.330,3276.570,235311933.000,创业板指
2026-02-10,3321.880,3320.540,3348.480,3320.540,240458372.000,创业板指
2026-02-11,3312.640,3284.740,3324.180,3284.240,220715123.000,创业板指
2026-02-12,3294.570,3328.060,3334.350,3292.680,225917395.000,创业板指
2026-02-13,3309.430,3275.960,3323.370,3275.290,206249589.000,创业板指
2026-02-24,3331.790,3308.260,3343.240,3292.500,222404056.000,创业板指
2026-02-25,3313.090,3354.820,3363.180,3302.760,232054795.000,创业板指
2026-02-26,3346.740,3344.980,3351.570,3310.550,251619744.000,创业板指
2026-02-27,3303.980,3310.300,3326.580,3292.890,240320830.000,创业板指
2026-03-02,3257.050,3294.160,3319.910,3257.050,273514912.000,创业板指
2026-03-03,3316.630,3209.480,3331.260,3206.620,286371200.000,创业板指
2026-03-04,3171.190,3164.370,3217.110,3149.410,217331864.000,创业板指
2026-03-05,3236.150,3216.940,3264.800,3194.960,241669489.000,创业板指
2026-03-06,3197.660,3229.300,3248.900,3177.870,222766226.000,创业板指
2026-03-09,3152.720,3208.580,3220.010,3111.880,255045462.000,创业板指
2026-03-10,3281.940,3306.140,3308.750,3272.990,236304274.000,创业板指
2026-03-11,3318.410,3349.530,3388.100,3318.410,235567220.000,创业板指
2026-03-12,3357.030,3317.520,3358.770,3286.770,225425058.000,创业板指
2026-03-13,3296.500,3310.280,3342.850,3296.110,226552974.000,创业板指
2026-03-16,3323.980,3357.020,3360.350,3284.050,208217725.000,创业板指
2026-03-17,3385.710,3280.060,3390.020,3279.870,207256854.000,创业板指
2026-03-18,3307.820,3346.370,3350.560,3274.260,193702694.000,创业板指
2026-03-19,3311.440,3309.100,3361.210,3295.450,199153562.000,创业板指
2026-03-20,3362.070,3352.100,3426.610,3348.700,225401630.000,创业板指
2026-03-23,3300.560,3235.220,3334.460,3214.820,239669171.000,创业板指
2026-03-24,3266.930,3251.550,3270.190,3155.270,205225479.000,创业板指
2026-03-25,3287.170,3316.970,3325.260,3278.730,206290186.000,创业板指
2026-03-26,3299.030,3272.490,3347.230,3264.000,185458328.000,创业板指
2026-03-27,3236.370,3295.880,3323.330,3228.410,169688303.000,创业板指
2026-03-30,3254.430,3273.360,3281.390,3224.600,172193857.000,创业板指
2026-03-31,3247.280,3184.950,3280.480,3184.950,178168265.000,创业板指
2026-04-01,3255.260,3247.520,3255.260,3206.800,180123659.000,创业板指
2026-04-02,3229.600,3172.650,3229.680,3155.130,174675433.000,创业板指
2026-04-03,3197.770,3149.600,3199.440,3149.150,161826887.000,创业板指
2026-04-07,3162.820,3160.820,3181.350,3133.780,146704274.000,创业板指
2026-04-08,3257.910,3347.610,3348.390,3243.780,226902300.000,创业板指
2026-04-09,3316.290,3323.300,3340.300,3301.650,195555903.000,创业板指
2026-04-10,3355.070,3448.790,3470.720,3354.770,205391067.000,创业板指
2026-04-13,3434.320,3476.440,3492.480,3434.320,180013140.000,创业板指
2026-04-14,3507.110,3558.530,3560.300,3493.370,200966062.000,创业板指
2026-04-15,3596.080,3514.960,3599.980,3491.450,203159933.000,创业板指
2026-04-16,3531.260,3626.270,3629.420,3518.360,212193010.000,创业板指
2026-04-17,3643.150,3678.290,3685.100,3620.330,213647879.000,创业板指
2026-04-20,3657.350,3677.580,3696.260,3642.810,215598844.000,创业板指
2026-04-21,3662.260,3688.940,3695.740,3619.480,196710069.000,创业板指
2026-04-22,3660.420,3752.760,3755.750,3660.090,208325490.000,创业板指
2026-04-23,3769.020,3720.250,3785.230,3681.570,234554114.000,创业板指
2026-04-24,3682.500,3667.790,3699.940,3625.000,227960182.000,创业板指
2026-04-27,3677.890,3648.790,3686.940,3640.110,215941887.000,创业板指
2026-04-28,3623.490,3596.710,3636.930,3580.390,218834025.000,创业板指
2026-04-29,3578.420,3687.170,3692.210,3578.420,215002402.000,创业板指
2026-04-30,3704.110,3677.150,3718.400,3660.220,201808141.000,创业板指
2026-05-06,3760.670,3778.160,3815.070,3724.530,249880273.000,创业板指
2026-05-07,3807.990,3833.060,3840.060,3761.230,252313119.000,创业板指
2026-05-08,3792.040,3796.130,3840.160,3787.170,242873982.000,创业板指
2026-05-11,3829.610,3928.970,3937.870,3797.500,264046160.000,创业板指
2026-05-12,3947.140,3934.880,3954.990,3897.820,247035078.000,创业板指
2026-05-13,3900.740,4038.330,4041.990,3893.800,248072070.000,创业板指
2026-05-14,4087.850,3951.140,4090.420,3937.600,250323172.000,创业板指
2026-05-15,3957.740,3929.060,4002.730,3870.370,245569819.000,创业板指
2026-05-18,3895.070,3914.880,3961.160,3883.400,217646936.000,创业板指
2026-05-19,3894.000,3908.440,3918.310,3808.470,223481304.000,创业板指
2026-05-20,3889.680,3921.790,3947.220,3887.150,222605616.000,创业板指
2026-05-21,3962.300,3829.780,4017.810,3827.520,265528742.000,创业板指
2026-05-22,3875.810,3938.500,3948.990,3856.210,214290151.000,创业板指
2026-05-25,3974.970,4021.160,4022.740,3905.690,231457815.000,创业板指
2026-05-26,4003.130,4043.070,4057.370,3985.510,228092127.000,创业板指
2026-05-27,4053.680,4045.770,4148.230,4015.650,224129186.000,创业板指
2026-05-28,4042.080,4125.070,4135.380,3971.720,207796485.000,创业板指
2026-05-29,4141.910,4037.950,4158.690,4010.120,233413759.000,创业板指
2026-06-01,4057.390,3950.940,4081.420,3942.680,210798809.000,创业板指
2026-06-02,3987.410,4055.870,4083.920,3946.110,203915728.000,创业板指
2026-06-03,4089.020,4122.990,4218.330,4063.200,218925848.000,创业板指
2026-06-04,4072.550,4088.880,4114.240,4051.150,202724870.000,创业板指
2026-06-05,4079.950,3957.940,4105.210,3933.070,228732023.000,创业板指
2026-06-08,3820.230,3811.790,3903.770,3776.930,228336414.000,创业板指
2026-06-09,3865.690,3961.750,3962.900,3823.760,209755585.000,创业板指
2026-06-10,3897.730,3854.790,3928.360,3818.310,203947087.000,创业板指
2026-06-11,3839.190,3811.250,3910.280,3755.610,198465341.000,创业板指
2026-06-12,3921.090,3830.350,3921.530,3822.420,230246100.000,创业板指
2026-06-15,3896.170,4033.530,4033.530,3844.080,221269003.000,创业板指
2026-06-16,4065.270,4102.940,4142.430,4053.880,225905115.000,创业板指
2026-06-17,4061.300,4167.050,4168.160,4058.610,221861568.000,创业板指
2026-06-18,4153.620,4252.390,4272.010,4153.620,226559938.000,创业板指
